2, 0, 800.000, -31.000, -150.000, -179.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 762.000, -31.000, -152.500, -180.000, -22.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 760.000, -147.000, -152.200, -145.000, -18.00, -15.000, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 800.000, -143.600, -165.000, -150.000, 4.50, -26.800, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 795.000, -140.000, -165.000, -151.000, 0.60, -21.800, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 847.000, -48.000, -150.000, -179.000, -8.00, 20.000, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 862.000, 153.500, -130.000, 142.000, 6.00, 8.000, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 810.000, 165.500, -125.000, 144.000, 2.50, 34.000, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 759.000, 160.000, -140.600, 137.000, -12.00, 25.700, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 780.000, 53.000, -140.000, 161.000, -18.00, 20.000, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 769.000, -45.000, -145.000, 175.000, -20.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 793.000, -15.000, -150.000, 177.000, -15.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 770.000, 70.000, -153.500, 175.000, -14.00, -25.000, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 812.000, -86.000, -153.000, -169.000, -5.00, 6.700, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 770.000, -8.000, -170.000, -169.000, -13.00, -14.000, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 880.000, -31.000, -170.000, -175.000, 12.00, -5.000, 0, 0, 0, 0, 0, 0, 0, 0
